case:concept:name;concept:name;start_timestamp;time:timestamp;org:resource
1153;Entregar boleta;2012-05-14 14:11:00;2012-05-14 14:11:00;Rodrigo
1153;Revisar amortiguacion y direccion;2012-05-14 14:11:00;2012-05-14 14:14:00;Fabian
1153;Revisar luces;2012-05-14 14:11:00;2012-05-14 14:13:00;Daniel
1153;Revisar frenos;2012-05-14 14:17:00;2012-05-14 14:22:00;Fabian
1153;Firmar revision tecnica;2012-05-14 14:24:00;2012-05-14 14:24:00;Tania
1153;Entregar papeles a cliente;2012-05-14 14:27:00;2012-05-14 14:31:00;Daniela
1154;Ingresar datos vehiculo;2012-05-14 14:14:00;2012-05-14 14:14:00;Daniela
1154;Revisar gases;2012-05-14 14:15:00;2012-05-14 14:17:00;Daniel
1154;Revisar luces;2012-05-14 14:17:00;2012-05-14 14:19:00;Daniel
1154;Revisar amortiguacion y direccion;2012-05-14 14:17:00;2012-05-14 14:20:00;Alvaro
1154;Recibir pago cliente;2012-05-14 14:17:00;2012-05-14 14:19:00;Cristian
1154;Entregar boleta;2012-05-14 14:20:00;2012-05-14 14:20:00;Rodrigo
1154;Revisar frenos;2012-05-14 14:23:00;2012-05-14 14:27:00;Daniel
1154;Imprimir detalle defectos;2012-05-14 14:28:00;2012-05-14 14:28:00;Fabian
1154;Entregar papeles a cliente;2012-05-14 14:31:00;2012-05-14 14:34:00;Marcela
1155;Ingresar datos vehiculo;2012-05-14 14:15:00;2012-05-14 14:15:00;Daniela
1155;Revisar gases;2012-05-14 14:16:00;2012-05-14 14:18:00;Daniel
1155;Revisar amortiguacion y direccion;2012-05-14 14:16:00;2012-05-14 14:18:00;Fabian
1155;Recibir pago cliente;2012-05-14 14:17:00;2012-05-14 14:19:00;Rodrigo
1155;Revisar luces;2012-05-14 14:17:00;2012-05-14 14:20:00;Oscar
1155;Entregar boleta;2012-05-14 14:19:00;2012-05-14 14:19:00;Rodrigo
1155;Revisar frenos;2012-05-14 14:23:00;2012-05-14 14:28:00;Fabian
1155;Firmar revision tecnica;2012-05-14 14:31:00;2012-05-14 14:31:00;Tania
1155;Entregar papeles a cliente;2012-05-14 14:35:00;2012-05-14 14:38:00;Marcela
1156;Ingresar datos vehiculo;2012-05-14 14:17:00;2012-05-14 14:17:00;Marcela
1156;Recibir pago cliente;2012-05-14 14:18:00;2012-05-14 14:20:00;Cristian
1156;Revisar gases;2012-05-14 14:19:00;2012-05-14 14:22:00;Fabian
1156;Revisar amortiguacion y direccion;2012-05-14 14:20:00;2012-05-14 14:22:00;Oscar
1156;Revisar luces;2012-05-14 14:20:00;2012-05-14 14:23:00;Daniel
1156;Entregar boleta;2012-05-14 14:20:00;2012-05-14 14:20:00;Rodrigo
1156;Revisar frenos;2012-05-14 14:25:00;2012-05-14 14:29:00;Alvaro
1156;Imprimir detalle defectos;2012-05-14 14:30:00;2012-05-14 14:30:00;Alvaro
1156;Entregar papeles a cliente;2012-05-14 14:34:00;2012-05-14 14:39:00;Marcela
1157;Ingresar datos vehiculo;2012-05-14 14:21:00;2012-05-14 14:21:00;Marcela
1157;Revisar amortiguacion y direccion;2012-05-14 14:23:00;2012-05-14 14:25:00;Oscar
1157;Revisar gases;2012-05-14 14:23:00;2012-05-14 14:25:00;Fabian
1157;Recibir pago cliente;2012-05-14 14:23:00;2012-05-14 14:25:00;Rodrigo
1157;Revisar luces;2012-05-14 14:23:00;2012-05-14 14:26:00;Fabian
1157;Entregar boleta;2012-05-14 14:26:00;2012-05-14 14:26:00;Rodrigo
1157;Revisar frenos;2012-05-14 14:28:00;2012-05-14 14:33:00;Alvaro
1157;Firmar revision tecnica;2012-05-14 14:35:00;2012-05-14 14:35:00;Tania
1157;Entregar papeles a cliente;2012-05-14 14:38:00;2012-05-14 14:40:00;Daniela
1158;Ingresar datos vehiculo;2012-05-14 14:26:00;2012-05-14 14:26:00;Marcela
1158;Revisar amortiguacion y direccion;2012-05-14 14:27:00;2012-05-14 14:29:00;Oscar
1158;Revisar gases;2012-05-14 14:27:00;2012-05-14 14:29:00;Fabian
1158;Recibir pago cliente;2012-05-14 14:28:00;2012-05-14 14:30:00;Rodrigo
1158;Revisar luces;2012-05-14 14:29:00;2012-05-14 14:32:00;Fabian
1158;Entregar boleta;2012-05-14 14:30:00;2012-05-14 14:30:00;Rodrigo
1158;Revisar frenos;2012-05-14 14:35:00;2012-05-14 14:40:00;Daniel
1158;Firmar revision tecnica;2012-05-14 14:43:00;2012-05-14 14:43:00;Tania
1158;Entregar papeles a cliente;2012-05-14 14:45:00;2012-05-14 14:48:00;Daniela
1159;Ingresar datos vehiculo;2012-05-14 14:29:00;2012-05-14 14:29:00;Daniela
1159;Revisar gases;2012-05-14 14:30:00;2012-05-14 14:33:00;Alvaro
1159;Revisar amortiguacion y direccion;2012-05-14 14:30:00;2012-05-14 14:33:00;Fabian
1159;Recibir pago cliente;2012-05-14 14:31:00;2012-05-14 14:33:00;Rodrigo
1159;Revisar luces;2012-05-14 14:32:00;2012-05-14 14:34:00;Oscar
1159;Entregar boleta;2012-05-14 14:33:00;2012-05-14 14:33:00;Cristian
1159;Revisar frenos;2012-05-14 14:36:00;2012-05-14 14:42:00;Daniel
1159;Imprimir detalle defectos;2012-05-14 14:43:00;2012-05-14 14:43:00;Oscar
1159;Entregar papeles a cliente;2012-05-14 14:45:00;2012-05-14 14:48:00;Marcela
1160;Ingresar datos vehiculo;2012-05-14 14:29:00;2012-05-14 14:29:00;Daniela
1160;Revisar gases;2012-05-14 14:31:00;2012-05-14 14:33:00;Oscar
1160;Revisar amortiguacion y direccion;2012-05-14 14:31:00;2012-05-14 14:34:00;Alvaro
1160;Recibir pago cliente;2012-05-14 14:32:00;2012-05-14 14:33:00;Cristian
1160;Revisar luces;2012-05-14 14:32:00;2012-05-14 14:34:00;Fabian
1160;Entregar boleta;2012-05-14 14:34:00;2012-05-14 14:34:00;Cristian
1160;Revisar frenos;2012-05-14 14:36:00;2012-05-14 14:42:00;Alvaro
1160;Firmar revision tecnica;2012-05-14 14:45:00;2012-05-14 14:45:00;Tania
1160;Entregar papeles a cliente;2012-05-14 14:48:00;2012-05-14 14:53:00;Daniela
1161;Ingresar datos vehiculo;2012-05-14 14:34:00;2012-05-14 14:34:00;Marcela
1161;Recibir pago cliente;2012-05-14 14:36:00;2012-05-14 14:37:00;Cristian
1161;Revisar gases;2012-05-14 14:36:00;2012-05-14 14:39:00;Fabian
1161;Revisar amortiguacion y direccion;2012-05-14 14:36:00;2012-05-14 14:38:00;Alvaro
1161;Entregar boleta;2012-05-14 14:37:00;2012-05-14 14:37:00;Rodrigo
1161;Revisar luces;2012-05-14 14:37:00;2012-05-14 14:39:00;Daniel
1161;Revisar frenos;2012-05-14 14:41:00;2012-05-14 14:46:00;Alvaro
1161;Firmar revision tecnica;2012-05-14 14:49:00;2012-05-14 14:49:00;Tania
1161;Entregar papeles a cliente;2012-05-14 14:52:00;2012-05-14 14:55:00;Daniela
1162;Ingresar datos vehiculo;2012-05-14 14:37:00;2012-05-14 14:37:00;Daniela
1162;Revisar amortiguacion y direccion;2012-05-14 14:38:00;2012-05-14 14:41:00;Oscar
1162;Recibir pago cliente;2012-05-14 14:39:00;2012-05-14 14:40:00;Rodrigo
1162;Revisar gases;2012-05-14 14:39:00;2012-05-14 14:41:00;Oscar
1162;Revisar luces;2012-05-14 14:39:00;2012-05-14 14:42:00;Oscar
1162;Entregar boleta;2012-05-14 14:41:00;2012-05-14 14:41:00;Rodrigo
1162;Revisar frenos;2012-05-14 14:45:00;2012-05-14 14:49:00;Fabian
1162;Imprimir detalle defectos;2012-05-14 14:51:00;2012-05-14 14:51:00;Oscar
1162;Entregar papeles a cliente;2012-05-14 14:54:00;2012-05-14 14:58:00;Marcela
1163;Ingresar datos vehiculo;2012-05-14 14:39:00;2012-05-14 14:39:00;Marcela
1163;Revisar amortiguacion y direccion;2012-05-14 14:40:00;2012-05-14 14:43:00;Daniel
1163;Recibir pago cliente;2012-05-14 14:40:00;2012-05-14 14:43:00;Cristian
1163;Revisar gases;2012-05-14 14:40:00;2012-05-14 14:43:00;Alvaro
1163;Revisar luces;2012-05-14 14:41:00;2012-05-14 14:43:00;Fabian
1163;Entregar boleta;2012-05-14 14:43:00;2012-05-14 14:43:00;Cristian
1163;Revisar frenos;2012-05-14 14:46:00;2012-05-14 14:51:00;Alvaro
1163;Firmar revision tecnica;2012-05-14 14:53:00;2012-05-14 14:53:00;Tania
1163;Entregar papeles a cliente;2012-05-14 14:56:00;2012-05-14 15:01:00;Marcela
1164;Ingresar datos vehiculo;2012-05-14 14:42:00;2012-05-14 14:42:00;Marcela
1164;Revisar gases;2012-05-14 14:43:00;2012-05-14 14:45:00;Alvaro
1164;Revisar amortiguacion y direccion;2012-05-14 14:43:00;2012-05-14 14:45:00;Daniel
1164;Revisar luces;2012-05-14 14:44:00;2012-05-14 14:46:00;Daniel
1164;Recibir pago cliente;2012-05-14 14:45:00;2012-05-14 14:46:00;Cristian
1164;Entregar boleta;2012-05-14 14:47:00;2012-05-14 14:47:00;Cristian
1164;Revisar frenos;2012-05-14 14:50:00;2012-05-14 14:56:00;Alvaro
1164;Firmar revision tecnica;2012-05-14 14:59:00;2012-05-14 14:59:00;Tania
1164;Entregar papeles a cliente;2012-05-14 15:02:00;2012-05-14 15:05:00;Daniela
1165;Ingresar datos vehiculo;2012-05-14 14:43:00;2012-05-14 14:43:00;Marcela
1165;Revisar gases;2012-05-14 14:45:00;2012-05-14 14:47:00;Daniel
1165;Revisar amortiguacion y direccion;2012-05-14 14:45:00;2012-05-14 14:48:00;Oscar
1165;Revisar luces;2012-05-14 14:46:00;2012-05-14 14:48:00;Alvaro
1165;Recibir pago cliente;2012-05-14 14:46:00;2012-05-14 14:48:00;Cristian
1165;Entregar boleta;2012-05-14 14:49:00;2012-05-14 14:49:00;Cristian
1165;Revisar frenos;2012-05-14 14:52:00;2012-05-14 14:57:00;Alvaro
1165;Firmar revision tecnica;2012-05-14 14:59:00;2012-05-14 14:59:00;Tania
1165;Entregar papeles a cliente;2012-05-14 15:02:00;2012-05-14 15:04:00;Marcela
1166;Ingresar datos vehiculo;2012-05-14 14:47:00;2012-05-14 14:47:00;Daniela
1166;Revisar gases;2012-05-14 14:48:00;2012-05-14 14:50:00;Oscar
1166;Revisar amortiguacion y direccion;2012-05-14 14:49:00;2012-05-14 14:51:00;Oscar
1166;Revisar luces;2012-05-14 14:49:00;2012-05-14 14:51:00;Alvaro
1166;Recibir pago cliente;2012-05-14 14:50:00;2012-05-14 14:52:00;Cristian
1166;Entregar boleta;2012-05-14 14:52:00;2012-05-14 14:52:00;Cristian
1166;Revisar frenos;2012-05-14 14:54:00;2012-05-14 14:59:00;Fabian
1166;Firmar revision tecnica;2012-05-14 15:01:00;2012-05-14 15:01:00;Tania
1166;Entregar papeles a cliente;2012-05-14 15:05:00;2012-05-14 15:09:00;Marcela
1167;Ingresar datos vehiculo;2012-05-14 14:49:00;2012-05-14 14:49:00;Marcela
1167;Revisar gases;2012-05-14 14:50:00;2012-05-14 14:52:00;Alvaro
1167;Revisar amortiguacion y direccion;2012-05-14 14:50:00;2012-05-14 14:52:00;Daniel
1167;Recibir pago cliente;2012-05-14 14:51:00;2012-05-14 14:53:00;Cristian
1167;Revisar luces;2012-05-14 14:51:00;2012-05-14 14:54:00;Alvaro
1167;Entregar boleta;2012-05-14 14:54:00;2012-05-14 14:54:00;Cristian
1167;Revisar frenos;2012-05-14 14:56:00;2012-05-14 15:01:00;Daniel
1167;Firmar revision tecnica;2012-05-14 15:03:00;2012-05-14 15:03:00;Tania
1167;Entregar papeles a cliente;2012-05-14 15:07:00;2012-05-14 15:10:00;Daniela
1168;Ingresar datos vehiculo;2012-05-14 14:49:00;2012-05-14 14:49:00;Daniela
1168;Revisar gases;2012-05-14 14:51:00;2012-05-14 14:54:00;Alvaro
1168;Recibir pago cliente;2012-05-14 14:51:00;2012-05-14 14:54:00;Cristian
1168;Revisar amortiguacion y direccion;2012-05-14 14:51:00;2012-05-14 14:54:00;Fabian
1168;Revisar luces;2012-05-14 14:52:00;2012-05-14 14:54:00;Oscar
1168;Entregar boleta;2012-05-14 14:54:00;2012-05-14 14:54:00;Cristian
1168;Revisar frenos;2012-05-14 14:57:00;2012-05-14 15:02:00;Daniel
1168;Firmar revision tecnica;2012-05-14 15:04:00;2012-05-14 15:04:00;Tania
1168;Entregar papeles a cliente;2012-05-14 15:07:00;2012-05-14 15:12:00;Marcela
1169;Ingresar datos vehiculo;2012-05-14 14:51:00;2012-05-14 14:51:00;Marcela
1169;Recibir pago cliente;2012-05-14 14:52:00;2012-05-14 14:53:00;Cristian
1169;Revisar amortiguacion y direccion;2012-05-14 14:52:00;2012-05-14 14:55:00;Oscar
1169;Revisar gases;2012-05-14 14:53:00;2012-05-14 14:55:00;Fabian
1169;Revisar luces;2012-05-14 14:53:00;2012-05-14 14:55:00;Fabian
1169;Entregar boleta;2012-05-14 14:53:00;2012-05-14 14:53:00;Rodrigo
1169;Revisar frenos;2012-05-14 14:57:00;2012-05-14 15:02:00;Daniel
1169;Firmar revision tecnica;2012-05-14 15:04:00;2012-05-14 15:04:00;Tania
1169;Entregar papeles a cliente;2012-05-14 15:07:00;2012-05-14 15:08:00;Daniela
1170;Ingresar datos vehiculo;2012-05-14 14:51:00;2012-05-14 14:51:00;Daniela
1170;Revisar gases;2012-05-14 14:52:00;2012-05-14 14:55:00;Daniel
1170;Recibir pago cliente;2012-05-14 14:53:00;2012-05-14 14:55:00;Rodrigo
1170;Revisar luces;2012-05-14 14:53:00;2012-05-14 14:56:00;Daniel
1170;Revisar amortiguacion y direccion;2012-05-14 14:54:00;2012-05-14 14:56:00;Fabian
1170;Entregar boleta;2012-05-14 14:55:00;2012-05-14 14:55:00;Rodrigo
1170;Revisar frenos;2012-05-14 15:00:00;2012-05-14 15:05:00;Fabian
1170;Firmar revision tecnica;2012-05-14 15:08:00;2012-05-14 15:08:00;Tania
1170;Entregar papeles a cliente;2012-05-14 15:12:00;2012-05-14 15:16:00;Marcela
1171;Ingresar datos vehiculo;2012-05-14 14:54:00;2012-05-14 14:54:00;Daniela
1171;Revisar gases;2012-05-14 14:55:00;2012-05-14 14:58:00;Daniel
1171;Revisar amortiguacion y direccion;2012-05-14 14:56:00;2012-05-14 14:59:00;Daniel
1171;Revisar luces;2012-05-14 14:56:00;2012-05-14 14:59:00;Daniel
1171;Recibir pago cliente;2012-05-14 14:56:00;2012-05-14 14:59:00;Cristian
1171;Entregar boleta;2012-05-14 15:00:00;2012-05-14 15:00:00;Rodrigo
1171;Revisar frenos;2012-05-14 15:02:00;2012-05-14 15:07:00;Oscar
1171;Firmar revision tecnica;2012-05-14 15:10:00;2012-05-14 15:10:00;Tania
1171;Entregar papeles a cliente;2012-05-14 15:14:00;2012-05-14 15:18:00;Marcela
1172;Ingresar datos vehiculo;2012-05-14 14:53:00;2012-05-14 14:53:00;Marcela
1172;Revisar gases;2012-05-14 14:55:00;2012-05-14 14:57:00;Fabian
1172;Recibir pago cliente;2012-05-14 14:55:00;2012-05-14 14:58:00;Rodrigo
1172;Revisar luces;2012-05-14 14:55:00;2012-05-14 14:58:00;Daniel
1172;Revisar amortiguacion y direccion;2012-05-14 14:56:00;2012-05-14 14:58:00;Daniel
1172;Entregar boleta;2012-05-14 14:59:00;2012-05-14 14:59:00;Rodrigo
1172;Revisar frenos;2012-05-14 15:00:00;2012-05-14 15:06:00;Alvaro
1172;Firmar revision tecnica;2012-05-14 15:08:00;2012-05-14 15:08:00;Tania
1172;Entregar papeles a cliente;2012-05-14 15:12:00;2012-05-14 15:16:00;Marcela
1173;Ingresar datos vehiculo;2012-05-14 14:55:00;2012-05-14 14:55:00;Daniela
1173;Revisar gases;2012-05-14 14:56:00;2012-05-14 14:58:00;Daniel
1173;Recibir pago cliente;2012-05-14 14:56:00;2012-05-14 14:59:00;Rodrigo
1173;Revisar luces;2012-05-14 14:57:00;2012-05-14 15:00:00;Daniel
1173;Revisar amortiguacion y direccion;2012-05-14 14:57:00;2012-05-14 15:00:00;Alvaro
1173;Entregar boleta;2012-05-14 15:00:00;2012-05-14 15:00:00;Cristian
1173;Revisar frenos;2012-05-14 15:03:00;2012-05-14 15:08:00;Fabian
1173;Firmar revision tecnica;2012-05-14 15:10:00;2012-05-14 15:10:00;Tania
1173;Entregar papeles a cliente;2012-05-14 15:13:00;2012-05-14 15:16:00;Marcela
1174;Ingresar datos vehiculo;2012-05-14 14:58:00;2012-05-14 14:58:00;Marcela
1174;Revisar gases;2012-05-14 14:59:00;2012-05-14 15:02:00;Oscar
1174;Revisar amortiguacion y direccion;2012-05-14 15:00:00;2012-05-14 15:03:00;Daniel
1174;Revisar luces;2012-05-14 15:00:00;2012-05-14 15:03:00;Fabian
1174;Recibir pago cliente;2012-05-14 15:02:00;2012-05-14 15:03:00;Rodrigo
1174;Entregar boleta;2012-05-14 15:04:00;2012-05-14 15:04:00;Cristian
1174;Revisar frenos;2012-05-14 15:04:00;2012-05-14 15:10:00;Daniel
1174;Firmar revision tecnica;2012-05-14 15:13:00;2012-05-14 15:13:00;Tania
1174;Entregar papeles a cliente;2012-05-14 15:15:00;2012-05-14 15:20:00;Daniela
1175;Ingresar datos vehiculo;2012-05-14 15:01:00;2012-05-14 15:01:00;Daniela
1175;Revisar gases;2012-05-14 15:03:00;2012-05-14 15:06:00;Oscar
1175;Recibir pago cliente;2012-05-14 15:04:00;2012-05-14 15:05:00;Rodrigo
1175;Revisar luces;2012-05-14 15:04:00;2012-05-14 15:06:00;Daniel
1175;Revisar amortiguacion y direccion;2012-05-14 15:04:00;2012-05-14 15:06:00;Oscar
1175;Entregar boleta;2012-05-14 15:05:00;2012-05-14 15:05:00;Rodrigo
1175;Revisar frenos;2012-05-14 15:08:00;2012-05-14 15:14:00;Fabian
1175;Firmar revision tecnica;2012-05-14 15:16:00;2012-05-14 15:16:00;Tania
1175;Entregar papeles a cliente;2012-05-14 15:19:00;2012-05-14 15:23:00;Marcela
1176;Ingresar datos vehiculo;2012-05-14 15:02:00;2012-05-14 15:02:00;Daniela
1176;Revisar amortiguacion y direccion;2012-05-14 15:03:00;2012-05-14 15:06:00;Alvaro
1176;Recibir pago cliente;2012-05-14 15:04:00;2012-05-14 15:06:00;Cristian
1176;Revisar gases;2012-05-14 15:04:00;2012-05-14 15:06:00;Fabian
1176;Revisar luces;2012-05-14 15:05:00;2012-05-14 15:08:00;Oscar
1176;Entregar boleta;2012-05-14 15:06:00;2012-05-14 15:06:00;Cristian
1176;Revisar frenos;2012-05-14 15:09:00;2012-05-14 15:14:00;Daniel
1176;Firmar revision tecnica;2012-05-14 15:17:00;2012-05-14 15:17:00;Tania
1176;Entregar papeles a cliente;2012-05-14 15:20:00;2012-05-14 15:21:00;Marcela
1177;Ingresar datos vehiculo;2012-05-14 15:02:00;2012-05-14 15:02:00;Daniela
1177;Revisar gases;2012-05-14 15:03:00;2012-05-14 15:06:00;Oscar
1177;Revisar amortiguacion y direccion;2012-05-14 15:03:00;2012-05-14 15:05:00;Oscar
1177;Recibir pago cliente;2012-05-14 15:03:00;2012-05-14 15:06:00;Rodrigo
1177;Revisar luces;2012-05-14 15:04:00;2012-05-14 15:06:00;Alvaro
1177;Entregar boleta;2012-05-14 15:07:00;2012-05-14 15:07:00;Cristian
1177;Revisar frenos;2012-05-14 15:09:00;2012-05-14 15:15:00;Fabian
1177;Firmar revision tecnica;2012-05-14 15:18:00;2012-05-14 15:18:00;Tania
1177;Entregar papeles a cliente;2012-05-14 15:22:00;2012-05-14 15:24:00;Marcela
1178;Ingresar datos vehiculo;2012-05-14 15:07:00;2012-05-14 15:07:00;Marcela
1178;Revisar gases;2012-05-14 15:08:00;2012-05-14 15:11:00;Oscar
1178;Recibir pago cliente;2012-05-14 15:09:00;2012-05-14 15:10:00;Cristian
1178;Revisar luces;2012-05-14 15:10:00;2012-05-14 15:12:00;Daniel
1178;Revisar amortiguacion y direccion;2012-05-14 15:10:00;2012-05-14 15:12:00;Daniel
1178;Entregar boleta;2012-05-14 15:11:00;2012-05-14 15:11:00;Cristian
1178;Revisar frenos;2012-05-14 15:16:00;2012-05-14 15:22:00;Oscar
1178;Firmar revision tecnica;2012-05-14 15:25:00;2012-05-14 15:25:00;Tania
1178;Entregar papeles a cliente;2012-05-14 15:28:00;2012-05-14 15:29:00;Daniela
1179;Ingresar datos vehiculo;2012-05-14 15:08:00;2012-05-14 15:08:00;Marcela
1179;Recibir pago cliente;2012-05-14 15:09:00;2012-05-14 15:11:00;Rodrigo
1179;Revisar gases;2012-05-14 15:09:00;2012-05-14 15:12:00;Fabian
1179;Revisar amortiguacion y direccion;2012-05-14 15:09:00;2012-05-14 15:12:00;Oscar
1179;Revisar luces;2012-05-14 15:10:00;2012-05-14 15:12:00;Daniel
1179;Entregar boleta;2012-05-14 15:11:00;2012-05-14 15:11:00;Rodrigo
1179;Revisar frenos;2012-05-14 15:15:00;2012-05-14 15:20:00;Oscar
1179;Firmar revision tecnica;2012-05-14 15:22:00;2012-05-14 15:22:00;Tania
1179;Entregar papeles a cliente;2012-05-14 15:25:00;2012-05-14 15:28:00;Daniela
1180;Ingresar datos vehiculo;2012-05-14 15:08:00;2012-05-14 15:08:00;Marcela
1180;Revisar gases;2012-05-14 15:09:00;2012-05-14 15:12:00;Fabian
1180;Revisar amortiguacion y direccion;2012-05-14 15:11:00;2012-05-14 15:13:00;Oscar
1180;Revisar luces;2012-05-14 15:11:00;2012-05-14 15:13:00;Fabian
1180;Recibir pago cliente;2012-05-14 15:12:00;2012-05-14 15:14:00;Rodrigo
1180;Entregar boleta;2012-05-14 15:14:00;2012-05-14 15:14:00;Cristian
1180;Revisar frenos;2012-05-14 15:16:00;2012-05-14 15:21:00;Daniel
1180;Firmar revision tecnica;2012-05-14 15:24:00;2012-05-14 15:24:00;Tania
1180;Entregar papeles a cliente;2012-05-14 15:28:00;2012-05-14 15:33:00;Daniela
1181;Ingresar datos vehiculo;2012-05-14 15:07:00;2012-05-14 15:07:00;Daniela
1181;Revisar amortiguacion y direccion;2012-05-14 15:08:00;2012-05-14 15:11:00;Alvaro
1181;Revisar gases;2012-05-14 15:09:00;2012-05-14 15:11:00;Fabian
1181;Revisar luces;2012-05-14 15:10:00;2012-05-14 15:13:00;Fabian
1181;Recibir pago cliente;2012-05-14 15:10:00;2012-05-14 15:13:00;Rodrigo
1181;Entregar boleta;2012-05-14 15:14:00;2012-05-14 15:14:00;Cristian
1181;Revisar frenos;2012-05-14 15:15:00;2012-05-14 15:20:00;Fabian
1181;Firmar revision tecnica;2012-05-14 15:23:00;2012-05-14 15:23:00;Tania
1181;Entregar papeles a cliente;2012-05-14 15:26:00;2012-05-14 15:28:00;Marcela
1182;Ingresar datos vehiculo;2012-05-14 15:09:00;2012-05-14 15:09:00;Marcela
1182;Revisar amortiguacion y direccion;2012-05-14 15:10:00;2012-05-14 15:13:00;Fabian
1182;Revisar gases;2012-05-14 15:10:00;2012-05-14 15:13:00;Fabian
1182;Revisar luces;2012-05-14 15:11:00;2012-05-14 15:14:00;Oscar
1182;Recibir pago cliente;2012-05-14 15:12:00;2012-05-14 15:13:00;Rodrigo
1182;Entregar boleta;2012-05-14 15:14:00;2012-05-14 15:14:00;Rodrigo
1182;Revisar frenos;2012-05-14 15:17:00;2012-05-14 15:22:00;Fabian
1182;Firmar revision tecnica;2012-05-14 15:25:00;2012-05-14 15:25:00;Tania
1182;Entregar papeles a cliente;2012-05-14 15:28:00;2012-05-14 15:33:00;Marcela
1183;Ingresar datos vehiculo;2012-05-14 15:10:00;2012-05-14 15:10:00;Daniela
1183;Revisar gases;2012-05-14 15:11:00;2012-05-14 15:13:00;Oscar
1183;Revisar amortiguacion y direccion;2012-05-14 15:11:00;2012-05-14 15:14:00;Oscar
1183;Recibir pago cliente;2012-05-14 15:12:00;2012-05-14 15:14:00;Cristian
1183;Revisar luces;2012-05-14 15:12:00;2012-05-14 15:15:00;Daniel
1183;Entregar boleta;2012-05-14 15:15:00;2012-05-14 15:15:00;Rodrigo
1183;Revisar frenos;2012-05-14 15:16:00;2012-05-14 15:22:00;Daniel
1183;Firmar revision tecnica;2012-05-14 15:24:00;2012-05-14 15:24:00;Tania
1183;Entregar papeles a cliente;2012-05-14 15:28:00;2012-05-14 15:33:00;Daniela
1184;Ingresar datos vehiculo;2012-05-14 15:14:00;2012-05-14 15:14:00;Daniela
1184;Revisar gases;2012-05-14 15:15:00;2012-05-14 15:17:00;Fabian
1184;Revisar luces;2012-05-14 15:16:00;2012-05-14 15:19:00;Fabian
1184;Revisar amortiguacion y direccion;2012-05-14 15:16:00;2012-05-14 15:19:00;Daniel
1184;Recibir pago cliente;2012-05-14 15:17:00;2012-05-14 15:20:00;Cristian
1184;Entregar boleta;2012-05-14 15:20:00;2012-05-14 15:20:00;Cristian
1184;Revisar frenos;2012-05-14 15:21:00;2012-05-14 15:27:00;Oscar
1184;Firmar revision tecnica;2012-05-14 15:29:00;2012-05-14 15:29:00;Tania
1184;Entregar papeles a cliente;2012-05-14 15:32:00;2012-05-14 15:35:00;Daniela
1185;Ingresar datos vehiculo;2012-05-14 15:16:00;2012-05-14 15:16:00;Daniela
1185;Revisar gases;2012-05-14 15:17:00;2012-05-14 15:19:00;Daniel
1185;Revisar amortiguacion y direccion;2012-05-14 15:17:00;2012-05-14 15:20:00;Oscar
1185;Recibir pago cliente;2012-05-14 15:18:00;2012-05-14 15:20:00;Rodrigo
1185;Revisar luces;2012-05-14 15:19:00;2012-05-14 15:21:00;Daniel
1185;Entregar boleta;2012-05-14 15:21:00;2012-05-14 15:21:00;Rodrigo
1185;Revisar frenos;2012-05-14 15:24:00;2012-05-14 15:28:00;Daniel
1185;Firmar revision tecnica;2012-05-14 15:31:00;2012-05-14 15:31:00;Tania
1185;Entregar papeles a cliente;2012-05-14 15:33:00;2012-05-14 15:36:00;Daniela
1186;Ingresar datos vehiculo;2012-05-14 15:17:00;2012-05-14 15:17:00;Marcela
1186;Revisar gases;2012-05-14 15:19:00;2012-05-14 15:21:00;Alvaro
1186;Revisar luces;2012-05-14 15:19:00;2012-05-14 15:22:00;Alvaro
1186;Revisar amortiguacion y direccion;2012-05-14 15:19:00;2012-05-14 15:22:00;Fabian
1186;Recibir pago cliente;2012-05-14 15:21:00;2012-05-14 15:23:00;Cristian
1186;Revisar frenos;2012-05-14 15:23:00;2012-05-14 15:29:00;Oscar
1186;Entregar boleta;2012-05-14 15:23:00;2012-05-14 15:23:00;Rodrigo
1186;Imprimir detalle defectos;2012-05-14 15:30:00;2012-05-14 15:30:00;Alvaro
1186;Entregar papeles a cliente;2012-05-14 15:33:00;2012-05-14 15:35:00;Marcela
1187;Ingresar datos vehiculo;2012-05-14 15:19:00;2012-05-14 15:19:00;Daniela
1187;Revisar gases;2012-05-14 15:20:00;2012-05-14 15:23:00;Daniel
1187;Recibir pago cliente;2012-05-14 15:21:00;2012-05-14 15:24:00;Cristian
1187;Revisar amortiguacion y direccion;2012-05-14 15:21:00;2012-05-14 15:24:00;Fabian
1187;Revisar luces;2012-05-14 15:21:00;2012-05-14 15:24:00;Daniel
1187;Entregar boleta;2012-05-14 15:24:00;2012-05-14 15:24:00;Cristian
1187;Revisar frenos;2012-05-14 15:26:00;2012-05-14 15:30:00;Alvaro
1187;Firmar revision tecnica;2012-05-14 15:32:00;2012-05-14 15:32:00;Tania
1187;Entregar papeles a cliente;2012-05-14 15:35:00;2012-05-14 15:39:00;Daniela
1188;Ingresar datos vehiculo;2012-05-14 15:23:00;2012-05-14 15:23:00;Daniela
1188;Revisar gases;2012-05-14 15:24:00;2012-05-14 15:26:00;Daniel
